id,utterance
Ses02M_script02_2_M018,Wait a minute I've got it
Ses02M_script02_2_F019,"Just dancing barefoot in the sand, drinking champagne out of the bottle."
Ses02M_script02_2_M019,"It was in the car, right? Driving past the Knickerbocker Liquor Locker you said, let's get some champagne and I said times are wasting or something like that, right?"
Ses02M_script02_2_M020,"Of course, I see it now; you want this to be like that other time, right? That's it, right?"
Ses02M_script02_2_F020,I'd rather not remember some things. I would rather not hope for some things.
Ses02M_script02_2_M021,"Yea. Okay, sure, no. I see. Listen, you want to dance?"
Ses02M_script02_2_F021,No.
Ses02M_script02_2_M022,You want to go get some champagne?
Ses02M_script02_2_F022,No.
Ses02M_script02_2_M023,Take off our shoes?
Ses02M_script02_2_F023,No.
Ses02M_script02_2_M024,"What, you want me to breathe in your ear?"
Ses02M_script02_2_F024,No.
Ses02M_script02_2_M025,Get married again?
Ses02M_script02_2_F025,No.
Ses02M_script02_2_M026,What? What? You want a divorce?
Ses02M_script02_2_F026,No.
Ses02M_script02_2_M027,A vacation?
Ses02M_script02_2_F027,No.
Ses02M_script02_2_M028,"A new carpet? A poodle, a ice cream, backrub, a suicide pact, what, what Carla, what the hell do you want?"
Ses02M_script02_2_F028,I want something to turn out the way that it supposed to.
Ses02M_script02_2_M029,"Well welcome to the human race, all right. Do you think this is what I had in mind when I proposed? You think I had this great fantasy going that four years down the road we'd come to the beach and yell at each other over fish?"
Ses02M_script02_2_M030,"You think I knew that there be times when you'd look at me like I'm a used Kleenex, or that I'd look at you and think holy hell when is the next flight to Alaska?"
Ses02M_script02_2_M031,"No, no, just like you I thought it was going to be all like peaches and roses and sand in our toes, and wind in our hair, and the fish will always come and the bills will pay themselves and we'll have three, fat, rosy kids and ha-ha baby the joke is on us"
Ses02M_script02_2_M032,"'cause you know what you get Carla, you know what you get? This."
Ses02M_script02_2_F029,"This? What, what is this? This isn't even anything."
Ses02M_script02_2_M033,"Yes, it is."
Ses02M_script02_2_F030,"I'm sure, this is standing on the beach, this is waiting, this is fighting."
Ses02M_script02_2_M034,Right.
Ses02M_script02_2_F031,"Well, but this isn't anything like I thought anything would be like."
Ses02M_script02_2_M035,"No, I know. Me neither."
Ses02M_script02_2_F032,I mean it's -- this is just this. I mean it includes a lot and everything but isn't something else. Do you have any idea what I'm trying to say?
Ses02M_script02_2_M036,I'm doing the best I can.
Ses02M_script02_2_F033,I know that Augie. Really I do.
Ses02M_script02_2_F034,"I know that you meant this to be special and nice, and there's the sand and the moon and everything but I just couldn't help thinking about being somewhere else."
Ses02M_script02_2_M037,Maybe if you were with somebody else too.
Ses02M_script02_2_F035,I didn't say that.
Ses02M_script02_2_M038,"No, I know. But still, I know I don't make you happy."
Ses02M_script02_2_F036,"For heavens sake, whatever I'm doing I'd rather be doing it with you."
Ses02M_script02_2_M039,Yeah?
Ses02M_script02_2_F037,Don't be ridiculous. I mean don't you know that?
Ses02M_script02_2_F038,"You're the one who probably wishes he was with someone else, someone who knew how to enjoy herself and didn't take everything so hard."
Ses02M_script02_2_M040,"Now that you mention it. No, I don't."
Ses02M_script02_2_F039,"Okay.  Fine, so we're in the wrong spot but we're with the right person."
Ses02M_script02_2_M041,I don't know it seemed like a pretty good spot to me. Look at the moon - view the moon view I got from here.
Ses02M_script02_2_F040,"Yes, I noticed that. It looks pretty on the water doesn't it? Big old white moon."
Ses02M_script02_2_M042,What have we got here?
Ses02M_script02_2_F041,"Augie, you brought refreshments."
Ses02M_script02_2_M043,It's not champagne.
Ses02M_script02_2_F042,"Well, I guess we don't need glasses."
Ses02M_script02_2_M044,You still cold? Do you want my jacket? Do you want to go home?
Ses02M_script02_2_F043,No. No. I think you might be right. I think this may be the spot after all.
Ses02M_script02_2_F044,"Augie, I'm sorry."
Ses02M_script02_2_M045,"Shh, if we're very quiet the fish might come."
Ses02M_script02_2_F045,Or not.
Ses02M_script02_2_M046,Or not.
Ses02M_script02_2_F046,Hmm.
Ses02M_script02_1_M000,What time is it? They're supposed to run around midnight.
Ses02M_script02_1_M001,"God, this great, isn't it? Like look at the night we go here, it couldn't be better."
Ses02M_script02_1_M002,"I would have wanted to go a little further up the coast, get away from the lights and the people but I was afraid we'd miss it."
Ses02M_script02_1_M003,How you doing?
Ses02M_script02_1_F000,Fine.
Ses02M_script02_1_M004,"Is that -- is that, no? Was that just foam? I can't even tell."
Ses02M_script02_1_M005,"Although, I guess you can't tell it probably isn't them. Probably be unmistakable don't you think?"
Ses02M_script02_1_M006,How you doing? You know what I forgot? I forgot to bring my flashlight. How - how could I forget to bring my flashlight? How could I be so stupid?
Ses02M_script02_1_F001,What flashlight?
Ses02M_script02_1_M007,"You know the flashlight, the silver one, there is only one, isn't there?"
Ses02M_script02_1_F002,That's not your flashlight.
Ses02M_script02_1_M008,Who's is it?
Ses02M_script02_1_F003,It's ours; it's mine too.
Ses02M_script02_1_M009,"Oh well, sure, yes."
Ses02M_script02_1_F004,But you kept saying my flashlight as if somehow it's just yours. I mean how is it supposed to make me feel?
Ses02M_script02_1_M010,"No. No. Of course our flashlight yours and mine. Mi flashlight, es su flashlight, naturally."
Ses02M_script02_1_M011,How could we forget to bring it?  I hope the moon stays out.
Ses02M_script02_1_M012,"I wonder do they always run during a full moon? I can't remember if it was full last year, do you remember?"
Ses02M_script02_1_F005,Yea.
Ses02M_script02_1_M013,"You cold, you want my jacket? We should've - we should've brought our blanket, our blanket, how could we forget to bring the blanket?"
Ses02M_script02_1_M014,"Oh, a six-pack, that's, should've brought a -- a six-pack be just the ticket right now. How could I forget,"
Ses02M_script02_1_M015,"oh man. Like a kid, it's amazing I got out of the house with my fly zipped."
Ses02M_script02_1_M016,You think they can hear us talk or feel the vibrations in the sand when we move around?
Ses02M_script02_1_F006,I'm cold.
Ses02M_script02_1_M017,What you want my jacket?
Ses02M_script02_1_F007,It's after eleven. Let's just go home.
Ses02M_script02_1_M018,"Are you kidding, we'd miss it. We, we just got here. What's the point in coming down here if we just turn around and go home?"
Ses02M_script02_1_F008,There is no point in coming down here.
Ses02M_script02_1_M019,Right.
Ses02M_script02_1_F009,That's my point.
Ses02M_script02_1_M020,That's my point too.
Ses02M_script02_1_F010,So let's go.
Ses02M_script02_1_M021,No. No. That's not my point. The point is there is no point in coming down here if we just leave. Don't you want to see it?
Ses02M_script02_1_F011,Not particularly.
Ses02M_script02_1_M022,Why not?
Ses02M_script02_1_F012,"I don't, it's just stupid."
Ses02M_script02_1_M023,"Honey, this is a natural phenomenon. I mean it only happens once a year."
Ses02M_script02_1_M024,"Think about the people in Kansas, they- they'd have to get a plane ticket and hotel reservations to see this. We live forty minutes away it's too good to pass up."
Ses02M_script02_1_F013,"Pass up what? These little fish swim onto the beach flop around and swim away, and then they die."
Ses02M_script02_1_M025,"Yea, but that moment on the beach is the highlight of their little lives. I mean all that flopping is laying eggs or what do you, mating or spotting or something like that."
Ses02M_script02_1_M026,"This is a big night for these guys, life's last orgy."
Ses02M_script02_1_F014,What are you so excited about? I mean it's not a moon landing we're talking about here it's fish. It's a fish nobody even eats.
Ses02M_script02_1_M027,Yes they do.
Ses02M_script02_1_F015,Augie
Ses02M_script02_1_M028,"Okay. But it's fish that do something none of the other fish do. Like the swallows returning to Capistrano, or the Lemmings throwing themselves off the cliffs"
Ses02M_script02_1_M029,"you know there is like, there is a certain mystery here, a magic, a bit of the unexplainable. I don't see how you cannot be interested."
Ses02M_script02_1_F016,I'm just not.
Ses02M_script02_1_M030,For real?
Ses02M_script02_1_F017,Yes.
Ses02M_script02_1_M031,I don't get it. The first time we came here you said it was the best night of your life.
Ses02M_script02_1_M032,"And then last year I remember specifically you were so excited that you stubbed your toe on the way pushing me out of the house, and you didn't even notice until we got in the car."
Ses02M_script02_1_F018,"Last year you'll also remember our shoes got wet, I got sand in my panties, you got a sore throat, we got into a big fight over nothing, and we didn't see the Grunions."
Ses02M_script02_1_M033,We weren't in a good spot.
Ses02M_script02_1_F019,We didn't see them the first time either.
Ses02M_script02_1_M034,We just weren't in a good spot; this is a much better spot. I've got good instincts for these things.
Ses02M_script02_1_M035,"There is that, oh no that's just seaweed, isn't it?"
Ses02M_script02_1_M036,"This is, this is great, isn't it? I wouldn't miss this for anything. Now listen to this, I know you're not interested but just listen."
Ses02M_script02_1_M037,"Out there somewhere there is this huge mass of silver fish headed this way,"
Ses02M_script02_1_M038,"they don't why, we don't know why. They didn't take a vote or anything; they didn't get a map or an invitation."
Ses02M_script02_1_M039,"Just all as one. This little time sensitive firecracker, instinctual firecracker in their body just went off and all as one they turned and formed a line as long the California coast and started swimming. They're swimming right now as if that's the only thing that matters."
Ses02M_script02_1_M040,"It's single mindedness, with no mind, it's urgency that's pure urge, they don't know what drives them. They don't ask it a name or ask it a question,"
Ses02M_script02_1_M041,"they just turn as one and start the swim and brings them right here to this spot where we stand, for a massive celebration of sex and death."
Ses02M_script02_1_M042,Look at me; I'm giving myself goose bumps all my hairs are popping up.
Ses02M_script02_1_F020,That's the wind.
Ses02M_script02_1_M043,"Well, so what do you think?"
Ses02M_script02_1_F021,About what?
Ses02M_script02_1_M044,What I was saying.
Ses02M_script02_1_F022,It's ridiculous.
Ses02M_script03_1_M000,Good God.
Ses02M_script03_1_F000,Do you think it's them?
Ses02M_script03_1_M001,I wonder.
Ses02M_script03_1_F001,"Well, nobody knows we're here except Freda and she wouldn't ring up."
Ses02M_script03_1_M002,Must be them then.
Ses02M_script03_1_F002,What are we going to do?
Ses02M_script03_1_M003,"We're all right darling, aren't we whatever happens?"
Ses02M_script03_1_F003,Now and always sweet.
Ses02M_script03_1_M004,I don't care then.
Ses02M_script03_1_F004,It's bound to come sooner or later.
Ses02M_script03_1_M005,Hello? Hello? What? Wrong number.
Ses02M_script03_1_F005,Oh. It sends shivers down my spine.
Ses02M_script03_1_M006,What do we do if they suddenly walk in on us?
Ses02M_script03_1_F006,Behave exquisitely.
Ses02M_script03_1_M007,With the most perfect poise.
Ses02M_script03_1_F007,"Yes, I should probably to a court curtsey."
Ses02M_script03_1_M008,"Things that ought to matter dreadfully don't matter at all when one's is happy, do they?"
Ses02M_script03_1_F008,What's so horrible is that one can't stay happy.
Ses02M_script03_1_M009,Oh darling don't say that.
Ses02M_script03_1_F009,It's true; the whole business is a very poor joke.
Ses02M_script03_1_M010,Meaning that sacred and beautiful thing love?
Ses02M_script03_1_F010,Yes. Meaning just that.
Ses02M_script03_1_M011,What does it all mean that's what I ask- that's what I ask myself in my ceaseless quest for ultimate truth?  Good God what does it all mean?
Ses02M_script03_1_F011,Don't laugh at me. I'm serious.
Ses02M_script03_1_M012,"You mustn't be serious my dear one, that's just what they want."
Ses02M_script03_1_F012,Who's they?
Ses02M_script03_1_M013,"All those futile moralists, who try to make life unbearable, laugh at them, be flippant. Laugh at everything all their sacred shibboleths"
Ses02M_script03_1_M014,flippancy brings out the acid in their damned sweetness in light.
Ses02M_script03_1_F013,"Well, if I laugh at everything then I must laugh at us too."
Ses02M_script03_1_M015,"Certainly you must, we figures of fun all right."
Ses02M_script03_1_F014,"Well, shall we always want to bicker and fight?"
Ses02M_script03_1_M016,"No, that desire will fade along with our passion."
Ses02M_script03_1_F015,"Oh dear, should we like that?"
Ses02M_script03_1_M017,Depends on how well we play it.
Ses02M_script03_1_F016,"Well, what happens if one of us dies, does the one that's left still laugh?"
Ses02M_script03_1_M018,"Yes, yes, with all his might."
Ses02M_script03_1_F017,"Well that's serious enough, isn't it?"
Ses02M_script03_1_M019,"No, no it isn't, death is very laughable, such a cunning little mystery, all done with mirrors."
Ses02M_script03_1_F018,"Darling, I believe you're talking nonsense."
Ses02M_script03_1_M020,So is everyone else in the long run.
Ses02M_script03_1_M021,"Let's be superficial and pity the poor philosophers, let's blow our trumpets and squeakers and enjoy the party as much as we can. Like quite idiotic, very small, school children. Let's savor the delight of the moment."
Ses02M_script03_1_M022,Come kiss me darling before your body rots and worms pop in and out of your eye sockets.
Ses02M_script03_1_F019,"Elliot, worms don't pop."
Ses02M_script03_1_M023,"I don't care what you do see. You can paint yourself green and dance naked in the Place Vendome, and rush off madly with all the men in the world and I shan't say a word, as long as you love me best."
Ses02M_script03_1_F020,"Thank you dear, the same applies you, except that if I catch you so much as looking at another woman, I'll kill you."
Ses02M_script03_1_M024,You remember that awful scene we had in Venice?
Ses02M_script03_1_F021,Which particular one?
Ses02M_script03_1_M025,"The one when you bought that little, painted, wooden snake in the Piazza and put it on my bed."
Ses02M_script03_1_F022,"Oh Charles, that was his name Charles. It did wiggle so beautifully."
Ses02M_script03_1_M026,"Horrible thing, I hated it."
Ses02M_script03_1_F023,I know you did. You threw it out of the window into the Grand Canal; I don't think I'll ever forgive you for that.
Ses02M_script03_1_M027,How long did that row last?
Ses02M_script03_1_F024,It went on intermittently for days.
Ses02M_script03_1_M028,The worst one was in Cannes when your curling iron burned a hole in my new dressing gown.
Ses02M_script03_1_F025,It burned my comb too and all the towels in the bathroom.
Ses02M_script03_1_M029,"That was a rouser, wasn't it?"
Ses02M_script03_1_F026,That was the first time you ever hit me.
Ses02M_script03_1_M030,I didn't hit you very hard.
Ses02M_script03_1_F027,The manager came in and found us rolling around on the floor biting and scratching like panthers.
Ses02M_script03_1_M031,I'll never forget his face.
Ses02M_script03_1_F028,"Oh it was ridiculous, completely ridiculous."
Ses02M_script03_1_M032,We were very much younger then.
Ses02M_script03_1_F029,And very much sillier.
Ses02M_script03_1_M033,As a matter of fact the real cause of that row was Peter Burden.
Ses02M_script03_2_M000,"As a matter of fact, the real cause of that row was Peter Burden."
Ses02M_script03_2_F000,You knew there was nothing in that.
Ses02M_script03_2_M001,I knew nothing of the sort. You took presents from him.
Ses02M_script03_2_F001,"Presents, just a trivial little broach."
Ses02M_script03_2_M002,"Yes, I remember it well, bristling with diamonds in the worst possible taste."
Ses02M_script03_2_F002,No it wasn't. It was very pretty I still have it and I wear it often.
Ses02M_script03_2_M003,You went out of your way to torture me over Peter Burden.
Ses02M_script03_2_F003,"No I didn't, you worked the whole thing up in your jealous imagination."
Ses02M_script03_2_M004,"You must admit he was in love with you, wasn't he?"
Ses02M_script03_2_F004,"Just a little perhaps, nothing serious."
Ses02M_script03_2_M005,You let him kiss you; you said you did.
Ses02M_script03_2_F005,What of it?
Ses02M_script03_2_M006,What of it?
Ses02M_script03_2_F006,"It gave him a lot of pleasure, it didn't hurt me any."
Ses02M_script03_2_M007,What about me?
Ses02M_script03_2_F007,"Well, if you hadn't been so nosey and suspicious you never wouldn't have known anything about it."
Ses02M_script03_2_M008,That's a nice point of view I must say.
Ses02M_script03_2_F008,I'm bored of this conversation.
Ses02M_script03_2_M009,"Yes, me too, bored stiff. You want some Brandy?"
Ses02M_script03_2_F009,No thanks.
Ses02M_script03_2_M010,I have a little I think.
Ses02M_script03_2_F010,I don't see why you want any you've already had two glasses.
Ses02M_script03_2_M011,"No particular reason. Anyhow, they are very small ones."
Ses02M_script03_2_F011,It just seems so silly to go on and on and on with such a thing.
Ses02M_script03_2_M012,You can hardly call three liquor glasses in a whole evening going on and on and on.
Ses02M_script03_2_F012,"Well, it's become a habit with you."
Ses02M_script03_2_M013,You needn't be so grand just because don't happen want any yourself right now.
Ses02M_script03_2_F013,Don't be so stupid.
Ses02M_script03_2_M014,"Really, Amanda."
Ses02M_script03_2_F014,What?
Ses02M_script03_2_M015,Nothing.
Ses02M_script03_2_F015,No I'm just making myself fascinating for you.
Ses02M_script03_2_M016,"Going out somewhere, dear?"
Ses02M_script03_2_F016,It's a woman's job to allure the man
Ses02M_script03_2_M017,That reply has broken my heart.
Ses02M_script03_2_F017,"watch me a minute, will you?"
Ses02M_script03_2_M018,"As a matter of fact, that's perfectly true."
Ses02M_script03_2_F018,"Oh, no it isn't."
Ses02M_script03_2_M019,Yes it is.
Ses02M_script03_2_F019,Be quiet.
Ses02M_script03_2_M020,It's a pity you didn't have any more Brandy it might have made you a little less disagreeable.
Ses02M_script03_2_F020,It doesn't seem to work such wonders with you.
Ses02M_script03_2_M021,"Snap, snap, snap, like a little adder."
Ses02M_script03_2_F021,Adders don't snap they sting.
Ses02M_script03_2_M022,Oh nonsense they have a little bag of venom behind their fangs and they snap.
Ses02M_script03_2_F022,They sting.
Ses02M_script03_2_M023,They snap.
Ses02M_script03_2_F023,I don't care. Do you understand? I don't care. I don't care if they bark or roll about like hoops.
Ses02M_script03_2_M024,"Tell me, did you see much of Peter Burden after our divorce?"
Ses02M_script03_2_F024,"Yes, I did quite a lot."
Ses02M_script03_2_M025,I imagine you let him kiss you good deal more then.
Ses02M_script03_2_F025,Mind your own business.
Ses02M_script03_2_M026,What riotous time you must have had.
Ses02M_script03_2_M027,"No restraint at all, very enjoyable, never had much anyhow."
Ses02M_script03_2_F026,You're quite insufferable. I expect it's because you're drunk.
Ses02M_script03_2_M028,I am not in the least drunk.
Ses02M_script03_2_M029,"I imagine, as I may have already mentioned, I've had three minute liquor glasses of Brandy the whole evening long a child of two couldn't get drunk on that."
Ses02M_script03_2_F027,On the contrary a child of two could get violently drunk on only one glass of Brandy.
Ses02M_script03_2_M030,"Oh very interesting. How about a child of four, a child of six or a child of nine?"
Ses02M_script03_2_F028,Oh be quiet.
Ses02M_script03_2_M031,"We can get a good little debate going about that, don't you think? Intemperate tots."
Ses02M_script03_2_F029,"Not very funny my dear, you better have some more Brandy."
Ses02M_script03_2_M032,All right. I will.
Ses02M_script03_2_M033,Better turn that off I think.
Ses02M_script03_2_F030,Why?
Ses02M_script03_2_M034,Because it's late and it'll annoy the people upstairs.
Ses02M_script03_2_F031,There aren't any people upstairs it's a photographer's studio.
Ses02M_script03_2_M035,There are people downstairs I suppose?
Ses02M_script03_2_F032,They're away in Tunis.
Ses02M_script03_2_M036,This is no time of the year for Tunis.
Ses02M_script03_2_F033,"Turn it on again, please."
Ses02M_script03_2_M037,I'll do no such thing.
Ses02M_script03_2_F034,"Very well, if you insist on being boorish and idiotic."
Ses02M_script03_2_M038,Turn it off it's driving me mad.
Ses02M_script03_2_F035,You are far too temperamental. Try to control yourself.
Ses02M_script03_2_M039,Turn it off.
Ses02M_script03_2_F036,Stop it. Stop it. I hate you.
Ses02M_script03_2_M040,"Amanda, listen. Listen."
Ses02M_script03_2_F037,"Listen indeed. I'm sick and tired of listening to you, damn sadistic bully."
Ses02M_script03_2_M041,Very amusing indeed.
Ses02M_script03_2_F038,"Stop it. Stop it. I hate you, do you hear? You're overbearing and conceited and utterly impossible."
Ses02M_script03_2_M042,"You're a vile tempered, loose living, wicked little beast and I hope I never see you again as long as I live."
Ses02M_script03_2_F039,"This is the end, do you hear? The end finally and forever."
Ses02M_script03_2_M043,You're not going like this.
Ses02M_script03_2_F040,Oh yes I am.
Ses02M_script03_2_M044,You're not.
Ses02M_script03_2_F041,"Yes, I am. Let go of me you're cruel fiend and I hate and loathe you. Thank God I realized who you really are before I would ever, ever marry you again. I would never marry you again. I'd rather die in torment."
Ses02M_script03_2_M045,Shut up.
Ses02M_script03_2_M046,Shut up.
Ses02M_script03_2_M047,I wouldn't marry you again if you came to me on your bended knees. You're a evil minded little vampire. I hope to God I never see you again as long as I live.
Ses02M_script03_2_F042,You're a beast. I hate you. Stop it. Stop it.
Ses03F_impro01_F000,"God, finally I got to the line, the front of the line. I've been waiting there for like half an hour."
Ses03F_impro01_F001,[BREATHING] It's so hot in here. Hoo.
Ses03F_impro01_M000,Yeah.
Ses03F_impro01_M001,"Oh, um-"
Ses03F_impro01_F002,What's wrong?
Ses03F_impro01_M002,"You didn't fill this out right. All right. It says that you have to fill out the back sheet of this, but you filled out the yellow sheet of it."
Ses03F_impro01_F003,"No, no, no, no, no, no. The lady over there, she told me to fill out the front and she said to wait in this line."
Ses03F_impro01_M003,Who?
Ses03F_impro01_F004,I don't know. Some lady. Sonya or something.
Ses03F_impro01_M004,She- she probably doesn't even work here.
Ses03F_impro01_F005,"Excuse me? No, no. I waited in the line over there.."
Ses03F_impro01_M005,All right  Uh-
Ses03F_impro01_F006,and she told me to come over here and she said to fill out everything on the application and I did that.
Ses03F_impro01_M006,It's not right.
Ses03F_impro01_F007,"Look, I-- No, no, no, I--you don't understand. I have to go back to work."
Ses03F_impro01_M007,You just take--all right.
Ses03F_impro01_M008,"Well, you didn't fill this paper at work out right and it's going to take another fifteen minutes to do it and look at how long the line we got here so just-"
Ses03F_impro01_F008,I am not-
Ses03F_impro01_M009,"okay, just go back and fill it out real quick and I'm sorry, you have to get back in line and wait. I can't let you cut."
Ses03F_impro01_F009,But you don't understand. I cannot get back in line because I have to go back to work. I will get fired if I don't leave here.
Ses03F_impro01_M010,"Well, maybe you should have got here earlier than so you had a lot of time to do this."
Ses03F_impro01_F010,But I was at work and the lady told me to come and work it and to stand in the line.
Ses03F_impro01_M011,I don't know who this lady is.
Ses03F_impro01_F011,[LAUGHTER]
Ses03F_impro02_F000,"How's it going, babe?"
Ses03F_impro02_F001,Yeah?
Ses03F_impro02_M000,All right.
Ses03F_impro02_F002,Good.
Ses03F_impro02_F003,"Hey listen,eh- I've been wanting to talk to you. I have something to tell you. How's Amy doing?"
Ses03F_impro02_M001,She's doing fine. She just took her first steps today actually. I videotaped it for you so you can watch it.
Ses03F_impro02_F004,yeah.
Ses03F_impro02_F005,oh.
Ses03F_impro02_F006,"I really want to say that. Well I, so, you know, at the center department they called me in and I talked to-"
Ses03F_impro02_M002,"Oh, yeah? What did they say?"
Ses03F_impro02_F007,Well umm- actually they--I was promoted.
Ses03F_impro02_M003,"Oh, wow. That's great."
Ses03F_impro02_F008,And Uh- Yeah. Uh- They're going to need um- more nurses on call for uh- to go overseas to help out with the war.
Ses03F_impro02_F009,"And uh - seeing as I was uh- promoted and head of the department now, and so- well, they asked me to go."
Ses03F_impro02_F010,yeah.
Ses03F_impro02_M004,when?
Ses03F_impro02_F011,It's going- It's going to be probably in about three weeks.
Ses03F_impro02_M005,What? You can't do that. Three weeks?
Ses03F_impro02_F012,yeah
Ses03F_impro02_F013,"Well, I'm leaving in three weeks, but-- Yeah."
Ses03F_impro02_M006,"God, we're supposed to take a look at a house next week."
Ses03F_impro02_F014,Maybe we can still do that
Ses03F_impro02_M007,"I can't- No, I can't do this alone."
Ses03F_impro02_F015,"Yeah, and uh--"
Ses03F_impro02_M008,Amy's starting school in a month.
Ses03F_impro02_F016,"I know, but look, I have to take this. I mean, if I don't, I mean, I could get fired."
Ses03F_impro02_F017,And we know you need-we need the money. We couldn't even- purchase a house if I didn't take this.
Ses03F_impro02_M009,God.
Ses03F_impro02_M010,You know what happened to my cousin. She went and she never came back.
Ses03F_impro02_F018,"Honey, I'm going to come back. It's not like that."
Ses03F_impro02_F019,But it- it is for a year.
Ses03F_impro02_M011,Oh
Ses03F_impro02_F020,"Babe, I'm sorry. But I don't want to do."
Ses03F_impro02_M012,I can't-
Ses03F_impro02_F021,"You know as much as -as much as me that I-I want to stay here with you and Amy so bad, but I can't."
Ses03F_impro02_M013,You remember the last time you went? You know how hard it was for me? Now we have a kid.
Ses03F_impro02_F022,"But you're so good with her. You know, she knows you better than she knows me 'cause I'm at work every day."
Ses03F_impro02_M014,I have to work.
Ses03F_impro02_M015,[BREATHING]
Ses03F_impro02_F023,"Babe, I love you."
Ses03F_impro02_M016,You can't leave your daughter alone like this.
Ses03F_impro02_F024,"But she has you. I mean, that's what you're there for. You're my right-hand man."
Ses03F_impro02_F025,It's going to be okay.
Ses03F_impro02_M017,You can't postpone it?
Ses03F_impro02_F026,"No, I have to go."
Ses03F_impro02_F027,"Wait, you can write me and as you know, send me pictures."
Ses03F_impro02_M018,I don't know if I can handle you going another year.
Ses03F_impro02_F028,What do you mean?
Ses03F_impro02_M019,I don't know if I- if I could take it.
Ses03F_impro02_F029,"Look, I need you to be strong for me. 'Cause I can't be the only one that's strong right now, really, I--"
Ses03F_impro02_M020,I can't be that strong. A whole year.
Ses03F_impro02_M021,"me, oh my god."
Ses03F_impro02_F030,"But we can work, you know, we--you can write me and we could see pictures"
Ses03F_impro02_M022,What if you don't come back?
Ses03F_impro02_F031,"and if we survive, if we survive that then babe, you know you know we could survive any--"
Ses03F_impro02_F032,I will come back.
Ses03F_impro02_M023,"What am I supposed--oh, one out of five people aren't coming back."
Ses03F_impro02_M024,It doesn't look very good.
Ses03F_impro02_F033,I can do it. I'm going to do it. And I'll be back safe and sound and-
Ses03F_impro02_F034,we'll have all the money that we ever needed.
Ses03F_impro02_F035,And- And then I'll stop working and- I'll stay home with the baby.
Ses03F_impro02_M025,I don't want the money. I want-you here
Ses03F_impro02_M026,"we'll get money, all right? You don't need the job, all right?"
Ses03F_impro02_M027,If your life is going to be in danger and this family is going to be in danger we don't need the job. We'll find the money.
Ses03F_impro02_F036,It's all I ever knew how to do. I can't quit now.
Ses03F_impro02_M028,How are we supposed to tell Amy? How's she supposed to understand that?
Ses03F_impro02_F037,"Well, we- we tell her mommy's going on va- on a trip for for- a while."
Ses03F_impro02_M029,"How is she going to feel the first year in school, no mom."
Ses03F_impro02_F038,Don't do that to me.
Ses03F_impro02_F039,"It's hard enough already, Brian, I can't."
Ses03F_impro02_M030,I'm not thinking about just me; I'm thinking about our child.
Ses03F_impro02_F040,I know.
Ses03F_impro02_F041,"I didn't expect this to happen. I never planned for this. Some things you just don't plan for, you know."
Ses03F_impro02_F042,"I'm sorry, babe."
Ses03F_impro02_F043,I'm so sorry.
Ses03F_impro02_M031,"All right, then."
Ses03F_impro03_M000,"Oh, my God, look at that. Huh-oh, how many carats is that?"
Ses03F_impro03_F000,"I know. [LAUGHTER]. Dude, I don't know. It's- Probably. It's huge. I don't even know how to like wear it. My hand is like going down like really low. I can't believe it."
Ses03F_impro03_M001,Like eighteen? [LAUGHTER]
Ses03F_impro03_M002,"Oh, Jesus."
Ses03F_impro03_M003,Is it-
Ses03F_impro03_F001,"I- Yeah, it's-"
Ses03F_impro03_M004,So how did he do it?
Ses03F_impro03_F002,"Oh, man. So I was--okay, so we went to go see this show on Broadway, right? And it was The wed- the wed- The Lousy Chaperone. Have you seen that one?"
Ses03F_impro03_M005,yeah [LAUGHTER]
Ses03F_impro03_M006,"Yeah, The Lousy Chaperone. [LAUGHTER] Uh huh."
Ses03F_impro03_F003,"Right. Right. Right. So, and there's like a whole like wedding scene in it. All right, not the--Drowsy, Drowsy [LAUGHTER] --not the Lousy. [LAUGHTER]. Um - So Drowsy. So I go to see this Drowsy Chaperone. And uh-"
Ses03F_impro03_M007,[LAUGHTER] Uh- Drowsy.
Ses03F_impro03_F004,"at the end of the performance, you know, like we're all clapping and stuff. And all of a sudden I look over and"
Ses03F_impro03_F005,"Joe's gone. -where did he go, you know?"
Ses03F_impro03_M008,Uh huh. Oh-
Ses03F_impro03_F006,"And I'm like oh, he went to the- -the bathroom, but he didn't tell me, I didn't even notice him leaving. And all of a sudden, I swear to God, I'm sitting there and-"
Ses03F_impro03_F007,he comes up onstage-- And the entire cast everyone just like
Ses03F_impro03_M009,oh-
Ses03F_impro03_F008,goes up there and everyone's clapping and he's standing there and they put a spotlight on him.
Ses03F_impro03_M010,"Oh, my God."
Ses03F_impro03_F009,"And I'm like freaking out. I'm like what the hell's going on, you know. I don't know what's going on. And so he's like standing there and then all of a sudden they give him a microphone-"
Ses03F_impro03_F010,and he just starts doing like this little spiel about me and like
Ses03F_impro03_F011,"he asked me to marry him, like- onstage. I was like, I couldn't believe--and I had to walk up there and I was, like I think I tripped or something."
Ses03F_impro03_M011,Are you kidding me?
Ses03F_impro03_M012,"Wha- What'd you say? You said yes, right? [LAUGHTER]"
Ses03F_impro03_F012,"Yeah, I said yes, but I, yeah, I mean,"
Ses03F_impro03_F013,"I don't know- it just like took me, took me by surprise."
Ses03F_impro03_F014,He scored points.
Ses03F_impro03_M013,Did you get a standing ovation?
Ses03F_impro03_F015,"Oh, yeah. Everyone--yeah. And people--friends of ours were in the audience, I didn't know about, like family members."
