id,utterance,label,label_num,file_id,start,end,session,original_emotion,utterance_num
Ses02M_impro08_M023,it's a different number and everything,neutral,3,Ses02M_impro08_,167.4856,169.3876,Session2,neu,45
Ses02M_impro08_M024,Yeah. yeah.,neutral,3,Ses02M_impro08_,170.5161,172.3926,Session2,neu,46
Ses02M_impro08_M025,"Yes, um but  for- for that- for that charge we will need you to send something in but we can get you processed immediately for this, for this, for this new card. It still goes to the same address, right?",neutral,3,Ses02M_impro08_,172.9118,183.6004,Session2,neu,47
Ses02M_impro08_F022,"Yes, absolutely.",xxx,-1,Ses02M_impro08_,183.2845,185.0723,Session2,xxx,48
Ses02M_impro08_M026,Okay. All right. Then we'll get it sent out there. And,neutral,3,Ses02M_impro08_,183.9704,187.7147,Session2,neu,49
Ses02M_impro08_F023,Great.,happy,1,Ses02M_impro08_,187.3229,188.6099,Session2,hap,50
Ses02M_impro08_M027,And you know just I mean be careful in the future if um,neutral,3,Ses02M_impro08_,187.7365,191.1325,Session2,neu,51
Ses02M_impro08_F024,Yeah.,happy,1,Ses02M_impro08_,190.8923,191.894,Session2,hap,52
Ses02M_impro08_M028,if you're ever online or anything like that I mean just make sure it's a secure site and,neutral,3,Ses02M_impro08_,191.4882,197.1767,Session2,neu,53
Ses02M_impro08_M029,"and never you know, give it to anyone out, never even give out your number to any like unreliable company that you haven't heard of or anything like that, all right? Because, um, we want to- we definitely want to help you out, but-",neutral,3,Ses02M_impro08_,197.302,208.1746,Session2,neu,54
Ses02M_impro08_F025,"Right, right.",neutral,3,Ses02M_impro08_,199.9925,201.4292,Session2,neu,55
Ses02M_impro08_F026,"Okay, great.",neutral,3,Ses02M_impro08_,204.8688,206.1096,Session2,neu,56
Ses02M_impro08_F027,"Yeah, totally.",neutral,3,Ses02M_impro08_,208.1123,209.3096,Session2,neu,57
Ses02M_impro08_M030,you know it gets- it gets difficult you know so Alright.,neutral,3,Ses02M_impro08_,208.2,212.2955,Session2,neu,58
Ses02M_impro08_F028,Well thank you so much. You've been very helpful. I really appreciate it.,happy,1,Ses02M_impro08_,210.1273,213.703,Session2,hap,59
Ses02M_impro08_M031,"Alright Yes, I'm sorry for all the inconvenience but we'll get it taken care of.",neutral,3,Ses02M_impro08_,212.7393,216.277,Session2,neu,60
Ses02M_impro08_F029,[BREATHING] Thank you.,xxx,-1,Ses02M_impro08_,214.6648,216.1669,Session2,xxx,61
Ses02M_impro08_F030,Thank you very much bye.,happy,1,Ses02M_impro08_,216.1796,218.7792,Session2,hap,62
Ses02M_script01_2_F000,Why did he invite her here?,angry,0,Ses02M_script01,5.977,8.33,Session2,ang,0
Ses02M_script01_2_M000,Why does that bother you?,xxx,-1,Ses02M_script01,7.89,9.72,Session2,xxx,1
Ses02M_script01_2_F001,She's been in New York three and half years why all of a sudden-,angry,0,Ses02M_script01,9.36,13.45,Session2,ang,2
Ses02M_script01_2_M001,"Well, maybe he just wanted to see her again.",neutral,3,Ses02M_script01,12.48,15.54,Session2,neu,3
Ses02M_script01_2_F002,Nobody comes seven hundred miles just to see.,angry,0,Ses02M_script01,15.21,18.38,Session2,ang,4
Ses02M_script01_2_M002,"What do you mean? He lived next door to the girl all his life, why wouldn't he want to see her again?",fru,-1,Ses02M_script01,18.32,23.91,Session2,fru,5
Ses02M_script01_2_M003,"Don't look at me like that, he didn't tell me any more than he told you.",fru,-1,Ses02M_script01,24.53,28.52,Session2,fru,6
Ses02M_script01_2_F003,He's not going to marry her.,angry,0,Ses02M_script01,28.3,30.63,Session2,ang,7
Ses02M_script01_2_M004,How do you know he's even thinking of it?,neutral,3,Ses02M_script01,30.24,32.42,Session2,neu,8
Ses02M_script01_2_F004,It's got that all about it.,xxx,-1,Ses02M_script01,31.65,34.39,Session2,xxx,9
Ses02M_script01_2_M005,"Well, so what?",neutral,3,Ses02M_script01,35.37,37.19,Session2,neu,10
Ses02M_script01_2_F005,What's going on here Joe?,angry,0,Ses02M_script01,36.97,39.22,Session2,ang,11
Ses02M_script01_2_M006,"All right. Now, listen kid-",xxx,-1,Ses02M_script01,38.42,40.55,Session2,xxx,12
Ses02M_script01_2_F006,-She's not his girl Joe; she knows she's not.,angry,0,Ses02M_script01,39.45,43.03,Session2,ang,13
Ses02M_script01_2_M007,You can't read her mind.,neutral,3,Ses02M_script01,42.55,44.63,Session2,neu,14
Ses02M_script01_2_F007,"Then why is she still single, I mean New York is full of men, why isn't she married? Probably a hundred people told her she's crazy but she's waited.",fru,-1,Ses02M_script01,44.24,53.74,Session2,fru,15
Ses02M_script01_2_M008,How do you know why she has waited?,fru,-1,Ses02M_script01,53.14,55.52,Session2,fru,16
Ses02M_script01_2_F008,"She knows what I know, that's why. She's faithful as a rock. In my worst moments I think of her waiting and I know again that I'm right.",fru,-1,Ses02M_script01,55.18,64.18,Session2,fru,17
Ses02M_script01_2_M009,"Look it's a nice day, what are we arguing for?",fru,-1,Ses02M_script01,64.73,67.73,Session2,fru,18
Ses02M_script01_2_F009,"Nobody in this house dares take her faith away Joe. Strangers might, but not his father, not his brother.",fru,-1,Ses02M_script01,66.83,74.38,Session2,fru,19
Ses02M_script01_2_M010,What do you want me to do about it?,fru,-1,Ses02M_script01,73.61,76.2,Session2,fru,20
Ses02M_script01_2_F010,"I want you to act like he's coming back, both of you. Don't you think I haven't noticed since he invited her, I won't stand for any nonsense",angry,0,Ses02M_script01,74.84,83.06,Session2,ang,21
Ses02M_script01_2_M011,But Kate,fru,-1,Ses02M_script01,82.6,84.51,Session2,fru,22
Ses02M_script01_2_F011,"Because if he's not coming back, I'll kill myself. And laugh -- laugh at me but",fru,-1,Ses02M_script01,83.16,88.64,Session2,fru,23
Ses02M_script01_2_F012,"why did that happen the very night she came back she sleeps in his room and suddenly his memorial breaks to pieces, just look at it, look.",xxx,-1,Ses02M_script01,88.65,96.17,Session2,xxx,24
Ses02M_script01_2_M012,Calm yourself.,fru,-1,Ses02M_script01,94.99,96.87,Session2,fru,25
Ses02M_script01_2_F013,I need you to believe with me; I can't stand all alone.,sad,2,Ses02M_script01,96.19,99.83,Session2,sad,26
Ses02M_script01_2_M013,Calm yourself.,fru,-1,Ses02M_script01,99.14,100.9,Session2,fru,27
Ses02M_script01_2_F014,"Even last week there was a man who showed up in Detroit missing longer than Larry, you read it yourself.",fru,-1,Ses02M_script01,99.9,105.81,Session2,fru,28
Ses02M_script01_2_M014,All right. All right. Calm yourself.,fru,-1,Ses02M_script01,104.64,107.38,Session2,fru,29
Ses02M_script01_2_F015,Just you above all need to believe.,fru,-1,Ses02M_script01,106.2,109.44,Session2,fru,30
Ses02M_script01_2_M015,"Wait, why my above all?",xxx,-1,Ses02M_script01,108.72,111.28,Session2,xxx,31
Ses02M_script01_2_F016,Don't stop believing.,fru,-1,Ses02M_script01,111.07,113.65,Session2,fru,32
Ses02M_script01_2_M016,"What does that mean, me above all?",angry,0,Ses02M_script01,113.24,115.93,Session2,ang,33
Ses02M_script01_2_M017,Look at you -- look at you shaking.,angry,0,Ses02M_script01,116.1,118.81,Session2,ang,34
Ses02M_script01_2_F017,I can't help it.,fru,-1,Ses02M_script01,118.05,120.11,Session2,fru,35
Ses02M_script01_2_M018,"What have I got to hide? What the hell is the matter with you, Kate?",fru,-1,Ses02M_script01,119.4,124.37,Session2,fru,36
Ses02M_script01_3_F000,You're the only one I know who loves his parents.,xxx,-1,Ses02M_script01,6.2437,9.9782,Session2,xxx,37
Ses02M_script01_3_M000,"I know, it went out of style, didn't it?",happy,1,Ses02M_script01,9.346,12.5191,Session2,hap,38
Ses02M_script01_3_F001,It's all right.  It's a good thing.,happy,1,Ses02M_script01,11.9104,14.3718,Session2,hap,39
Ses02M_script01_3_F002,"You know, it's lovely here, the air is sweet.",happy,1,Ses02M_script01,14.4248,19.533,Session2,hap,40
Ses02M_script01_3_M001,You're not sorry you came?,xxx,-1,Ses02M_script01,19.5594,22.4179,Session2,xxx,41
Ses02M_script01_3_F003,"No, not sorry.  But, um. But I'm not gonna stay.",happy,1,Ses02M_script01,21.5974,28.9819,Session2,hap,42
Ses02M_script01_3_M002,Why?,xxx,-1,Ses02M_script01,28.6907,30.914,Session2,xxx,43
Ses02M_script01_3_F004,"For one thing, your mother as much as told me to go.",xxx,-1,Ses02M_script01,30.2788,34.937,Session2,xxx,44
Ses02M_script01_3_M003,Oh.,xxx,-1,Ses02M_script01,34.1165,36.3133,Session2,xxx,45
Ses02M_script01_3_F005,"You saw that.  I mean and then, well, you've been kind of, um--",xxx,-1,Ses02M_script01,35.0164,41.9509,Session2,xxx,46
Ses02M_script01_3_M004,What?,sur,-1,Ses02M_script01,41.2628,43.6713,Session2,sur,47
Ses02M_script01_3_F006,"Well, kind of embarrassed ever since I got here.",xxx,-1,Ses02M_script01,42.7185,48.9383,Session2,xxx,48
Ses02M_script01_3_M005,"The trouble is, I planned on sort of sneaking up on you on a period of a week or so.  But they take it for granted that we're all set.",fru,-1,Ses02M_script01,48.5942,61.0604,Session2,fru,49
Ses02M_script01_3_F007,"I knew they would, your mother anyway.",happy,1,Ses02M_script01,59.9223,63.416,Session2,hap,50
Ses02M_script01_3_M006,How'd you know?,xxx,-1,Ses02M_script01,62.5955,64.6335,Session2,xxx,51
Ses02M_script01_3_F008,"Well, from her point of view, why else would I come?",neutral,3,Ses02M_script01,64.1042,67.9419,Session2,neu,52
Ses02M_script01_3_M007,"Oh.  Would you want to?  I guess you know, this is why I asked you to come.",xxx,-1,Ses02M_script01,66.5392,76.041,Session2,xxx,53
Ses02M_script01_3_F009,I guess this is why I came.,happy,1,Ses02M_script01,75.8028,80.5934,Session2,hap,54
Ses02M_script01_3_M008,"Ann, I love you.  I love you a great deal.  I love you.",xxx,-1,Ses02M_script01,79.8788,89.7511,Session2,xxx,55
Ses02M_script01_3_M009,I have no imagination.  That's all I know to tell you.,xxx,-1,Ses02M_script01,89.8305,94.0124,Session2,xxx,56
Ses02M_script01_3_M010,I'm embarrassing you and I didn't want to tell it to you here.  I wanted some place we'd never been before.  A place where we'd be brand new to each other.,happy,1,Ses02M_script01,94.0653,104.2024,Session2,exc,57
Ses02M_script01_3_M011,"You feel wrong here, don't you?  This yard, this chair.  I want you to be ready for me.  I don't want to have to win you away from anything.",xxx,-1,Ses02M_script01,104.3082,115.054,Session2,xxx,58
Ses02M_script01_3_F010,"Oh, Chris, I've been ready for a long, long time.",xxx,-1,Ses02M_script01,113.3072,117.2243,Session2,xxx,59
Ses02M_script01_3_M012,And he's gone forever.  You're sure?,xxx,-1,Ses02M_script01,116.5891,120.3475,Session2,xxx,60
Ses02M_script01_3_F011,I almost got married two years ago.,xxx,-1,Ses02M_script01,119.4741,123.4971,Session2,xxx,61
Ses02M_script01_3_M013,Why didn't you?,sur,-1,Ses02M_script01,122.5972,125.191,Session2,sur,62
Ses02M_script01_3_F012,"Well, you started to write me",happy,1,Ses02M_script01,124.4235,128.2083,Session2,hap,63
Ses02M_script01_3_M014,You felt something that far back?,happy,1,Ses02M_script01,127.0438,130.5904,Session2,exc,64
Ses02M_script01_3_F013,Every day since.,happy,1,Ses02M_script01,129.5846,131.7814,Session2,hap,65
Ses02M_script01_3_M015,"Ann, why didn't you let me know?",happy,1,Ses02M_script01,131.9138,134.7458,Session2,exc,66
Ses02M_script01_3_F014,"Well, I was waiting for you.  I mean, till then you never wrote and when you did, what did you say?  I mean, you can sure be ambiguous sometimes, you know?",xxx,-1,Ses02M_script01,133.5283,143.4007,Session2,xxx,67
Ses02M_script01_3_M016,"Give me a kiss, Anne.  Give me a-",xxx,-1,Ses02M_script01,142.7654,146.1268,Session2,xxx,68
Ses02M_script01_3_M017,"God, I kissed Annie.  How long--how long I've been waiting to kiss you.",xxx,-1,Ses02M_script01,146.2499,153.9347,Session2,xxx,69
Ses02M_script01_3_F015,"I'll never forgive you.  Why did you wait all these years?  I mean, all I did was sit and wonder if I was crazy for thinking of you.",xxx,-1,Ses02M_script01,152.2937,161.3721,Session2,xxx,70
Ses02M_script01_3_M018,"Oh, Annie, we're gonna live now.  I'm gonna make you so happy.",xxx,-1,Ses02M_script01,160.2604,164.1776,Session2,xxx,71
Ses02M_script01_3_F016,Not like that you're not.,xxx,-1,Ses02M_script01,162.8542,165.6598,Session2,xxx,72
Ses02M_script01_3_M019,I kissed you.,xxx,-1,Ses02M_script01,164.7599,166.9832,Session2,xxx,73
Ses02M_script01_3_F017,"Like Larry's brother.  Do it like you, Chris.  What is it?",xxx,-1,Ses02M_script01,165.9774,172.409,Session2,xxx,74
Ses02M_script01_3_M020,Let's drive someplace.  I want to be alone with you.,sad,2,Ses02M_script01,172.5943,176.9085,Session2,sad,75
Ses02M_script01_3_F018,"No.  What is it, Chris. Your mother?",xxx,-1,Ses02M_script01,174.8175,179.8463,Session2,xxx,76
Ses02M_script01_3_M021,No.  Nothing like that.,sad,2,Ses02M_script01,179.6875,183.1283,Session2,sad,77
Ses02M_script01_3_F019,"Well, what's wrong?  I mean, even in your letters there was some--something ashamed.",sad,2,Ses02M_script01,182.4666,192.0214,Session2,sad,78
Ses02M_script01_3_M022,"Yeah, I suppose I have been.  But it's going from me.",sad,2,Ses02M_script01,190.9891,196.812,Session2,sad,79
Ses02M_script01_3_F020,You've gotta tell me.,xxx,-1,Ses02M_script01,196.0709,199.7234,Session2,xxx,80
Ses02M_script01_3_M023,I don't know how to start.,xxx,-1,Ses02M_script01,199.9881,203.1642,Session2,xxx,81
Ses02M_script01_3_F021,It wouldn't work this way.,sad,2,Ses02M_script01,202.2113,206.0226,Session2,sad,82
Ses02M_script01_3_M024,"It's all mixed up with so many other things.  You remember overseas, I was in charge of a company?",xxx,-1,Ses02M_script01,206.0226,214.3334,Session2,xxx,83
Ses02M_script01_3_F022,"Yeah, sure.",xxx,-1,Ses02M_script01,213.7247,216.0803,Session2,xxx,84
Ses02M_script01_3_M025,"Well, I lost them.",sad,2,Ses02M_script01,216.345,220.2621,Session2,sad,85
Ses02M_script01_3_F023,How many?,xxx,-1,Ses02M_script01,220.0504,223.1206,Session2,xxx,86
Ses02M_script01_3_M026,Just about all.,sad,2,Ses02M_script01,222.9618,226.0585,Session2,sad,87
Ses02M_script01_3_F024,gee.,xxx,-1,Ses02M_script01,225.3174,228.1494,Session2,xxx,88
Ses02M_script01_3_M027,It takes some time for a guy to toss that off.  'Cause they weren't just men.,sad,2,Ses02M_script01,227.3025,234.5281,Session2,sad,89
Ses02M_script01_3_M028,"For instance, this one time, it had been raining several days and this kid came to me and gave me his last pair of dry socks.  I put them in pocket.  It's only a little thing, but those are the kind of guys I had.",sad,2,Ses02M_script01,234.634,249.8263,Session2,sad,90
Ses02M_script01_3_M029,"They didn't die, they killed themselves for each other.  I mean that exactly.  I mean, a little more selfish and they'd have been here today.",sad,2,Ses02M_script01,249.9322,260.0957,Session2,sad,91
Ses02M_script01_3_M030,"I got this idea watching 'em go down.  Everything was being destroyed, see, but it seemed that one new thing was made.  A sort of responsibility.  Man for man. You know what I mean?",sad,2,Ses02M_script01,260.1751,276.8495,Session2,sad,92
Ses02M_script01_3_M031,"To show that, to bring that onto the Earth again, like some kind of monument and everyone can feel it standing behind him and it would make a difference to him.",sad,2,Ses02M_script01,276.929,289.3951,Session2,sad,93
Ses02M_script01_3_M032,"Then I came back and it was incredible.  There was no meaning in it here. I mean, the whole thing to them seemed like it's sort of a bus accident.  I went to work with Dad and that rat race again.",sad,2,Ses02M_script01,289.5539,310.0662,Session2,sad,94
Ses02M_script01_3_M033,"And I felt what you said, ashamed somehow 'cause nobody had changed at all.  It seemed to make suckers out of a lot of guys.  I felt wrong to be alive to open the new bank book, drive the new car, see the new refrigerator.",sad,2,Ses02M_script01,310.1721,332.6959,Session2,sad,95
Ses02M_script01_3_M034,"I mean, you can take those things out of a war, but when you drive that car, you've gotta realize that it came out of the love a man can have for a man.  You've gotta be a little better because of it.",sad,2,Ses02M_script01,332.7753,346.009,Session2,sad,96
Ses02M_script01_3_M035,Otherwise all you have is really loot and there's blood on it.  And I didn't want to take any of that.  And I guess that included you.,sad,2,Ses02M_script01,346.0355,360.1426,Session2,sad,97
Ses02M_script01_3_F025,Do you still feel that way?,sad,2,Ses02M_script01,359.3486,362.8688,Session2,sad,98
Ses02M_script01_3_M036,I want you now Annie.,neutral,3,Ses02M_script01,363.054,366.5213,Session2,neu,99
Ses02M_script01_3_F026,"'Cause you mustn't feel that way.  Because you have a right to everything you have, Chris.  Everything, you understand that?  Me too.",sad,2,Ses02M_script01,365.3567,374.8585,Session2,sad,100
Ses02M_script01_3_F027,"I mean, and your money, there's- there's nothing wrong with your money.  I mean, your father put hundreds of planes in the air.  A man should be paid for that.",sad,2,Ses02M_script01,374.9644,383.4604,Session2,sad,101
Ses02M_script01_3_M037,I know Annie.  I'm gonna make a fortune for you.,xxx,-1,Ses02M_script01,382.9311,388.3834,Session2,xxx,102
Ses02M_script01_3_F028,What'll I do with a fortune?,happy,1,Ses02M_script01,387.7482,391.1095,Session2,hap,103
Ses02M_script01_1_F000,"What's he going to say, maybe we ought to tell him before he sees it.",xxx,-1,Ses02M_script01,5.23,8.71,Session2,xxx,104
Ses02M_script01_1_M000,He saw it.,xxx,-1,Ses02M_script01,8.36,9.79,Session2,xxx,105
Ses02M_script01_1_F001,How could he see it? I was the first one up he was still in bed.,xxx,-1,Ses02M_script01,9.48,13.45,Session2,xxx,106
Ses02M_script01_1_M001,He was out here when it broke.,xxx,-1,Ses02M_script01,13.29,15.14,Session2,xxx,107
Ses02M_script01_1_F002,When?,xxx,-1,Ses02M_script01,14.94,16.13,Session2,xxx,108
Ses02M_script01_1_M002,About four this morning. I heard it cracking and I woke up and looked out. He was standing right here when it cracked.,xxx,-1,Ses02M_script01,16.54,24.3,Session2,xxx,109
Ses02M_script01_1_F003,What was he doing out here at four in the morning?,xxx,-1,Ses02M_script01,25.28,28.33,Session2,xxx,110
Ses02M_script01_1_M003,I don't know. When it cracked he ran into the house and cried in the kitchen.,sad,2,Ses02M_script01,28.17,33.97,Session2,sad,111
Ses02M_script01_1_F004,So you talked to him?,xxx,-1,Ses02M_script01,33.62,35.37,Session2,xxx,112
Ses02M_script01_1_M004,No. I figured it was best to leave him alone.,sad,2,Ses02M_script01,34.95,38.97,Session2,sad,113
Ses02M_script01_1_F005,He cried hard?,xxx,-1,Ses02M_script01,38.95,41.4,Session2,xxx,114
Ses02M_script01_1_M005,I could hear him right through the floor in my room.,sad,2,Ses02M_script01,41.66,44.62,Session2,sad,115
Ses02M_script01_1_F006,"What was he doing out here at that hour? He's dreaming about him again, he's walking around at night.",xxx,-1,Ses02M_script01,44.3,52.67,Session2,xxx,116
Ses02M_script01_1_M006,I guess he is.,xxx,-1,Ses02M_script01,52.41,54.26,Session2,xxx,117
Ses02M_script01_1_F007,He's getting just like after he died. What is the meaning of that?,xxx,-1,Ses02M_script01,54.41,59.87,Session2,xxx,118
Ses02M_script01_1_M007,"I don't know the meaning of it, but I know one thing mom, we've made a terrible mistake with dad.",xxx,-1,Ses02M_script01,60.44,67.23,Session2,xxx,119
Ses02M_script01_1_F008,What?,xxx,-1,Ses02M_script01,66.83,68.22,Session2,xxx,120
Ses02M_script01_1_M008,Being dishonest with him. I mean that sort of thing always pays off and now it's paying off.,xxx,-1,Ses02M_script01,68.38,73.29,Session2,xxx,121
Ses02M_script01_1_F009,What do you mean dishonest?,xxx,-1,Ses02M_script01,72.99,74.84,Session2,xxx,122
Ses02M_script01_1_M009,You know that Larry is not coming back and I know it. Why do we allow him to go on thinking that we believe with him?,fru,-1,Ses02M_script01,74.84,81.72,Session2,fru,123
Ses02M_script01_1_F010,"What do you want to do, argue with him?",fru,-1,Ses02M_script01,80.67,83.46,Session2,fru,124
Ses02M_script01_1_M010,"No I don't want to argue with him, but it's about time he realized that nobody believes Larry is alive anymore.",fru,-1,Ses02M_script01,82.89,90.24,Session2,fru,125
Ses02M_script01_1_M011,"Why -- why shouldn't he dream of him? Walk around, waiting for him at night I mean do we contradict him, do we say straight out that we don't have any hope anymore that we haven't had hope for years now?",fru,-1,Ses02M_script01,90.35,102.42,Session2,fru,126
Ses02M_script01_1_F011,You can't say that to him.,fru,-1,Ses02M_script01,101.06,103.39,Session2,fru,127
Ses02M_script01_1_M012,We've got to say it to him.,angry,0,Ses02M_script01,102.66,104.4424,Session2,ang,128
Ses02M_script01_1_F012,"Can you prove it, how can you prove it?",fru,-1,Ses02M_script01,104.23,106.69,Session2,fru,129
Ses02M_script01_1_M013,"For God sakes it's been three years, nobody comes back after three years, that's insane.",angry,0,Ses02M_script01,106.0,111.17,Session2,ang,130
Ses02M_script01_1_F013,To you it is and to me. You can talk yourself blue in the face but there is no body and no grave so where are you?,fru,-1,Ses02M_script01,110.43,117.74,Session2,fru,131
Ses02M_script01_1_M014,Sit down mom; I want to talk to you.,xxx,-1,Ses02M_script01,117.82,120.14,Session2,xxx,132
Ses02M_script01_1_F014,"The trouble is the god damned newspapers, every month or so a boy turns up out of nowhere, so the next one is going to be Larry.",xxx,-1,Ses02M_script01,119.78,127.21,Session2,xxx,133
Ses02M_script01_1_M015,All right. All right. Listen to me.,fru,-1,Ses02M_script01,126.08,128.82,Session2,fru,134
Ses02M_script01_1_M016,You know why I brought Annie here don't you?,neutral,3,Ses02M_script01,129.32,133.2,Session2,neu,135
Ses02M_script01_1_M017,You know.,neutral,3,Ses02M_script01,134.91,136.32,Session2,neu,136
Ses02M_script01_1_F015,I got an idea but what's the story?,neutral,3,Ses02M_script01,136.08,139.84,Session2,neu,137
Ses02M_script01_1_M018,I'm going to ask her to marry me.,neutral,3,Ses02M_script01,140.67,143.1,Session2,neu,138
Ses02M_script01_1_F016,"Well that's only your business, Chris.",xxx,-1,Ses02M_script01,143.5,146.25,Session2,xxx,139
Ses02M_script01_1_M019,No it's not only my business.,fru,-1,Ses02M_script01,145.87,148.61,Session2,fru,140
Ses02M_script01_1_F017,What do you want me to do; you're old enough to know your own mind.,fru,-1,Ses02M_script01,147.75,151.59,Session2,fru,141
Ses02M_script01_1_M020,So it's all right then I'll go ahead with it?,fru,-1,Ses02M_script01,151.83,154.62,Session2,fru,142
Ses02M_script01_1_F018,"Well, you want to make sure that your father isn't-",neutral,3,Ses02M_script01,154.54,158.05,Session2,neu,143
Ses02M_script01_1_M021,See it isn't just my business-,angry,0,Ses02M_script01,156.49,159.32,Session2,ang,144
Ses02M_script01_1_F019,I'm just saying,fru,-1,Ses02M_script01,158.36,160.2,Session2,fru,145
Ses02M_script01_1_M022,Sometimes you infuriate me you know that. Isn't it your business to if I tell dad and he throws a fit about it? You have such a talent for ignoring things.,xxx,-1,Ses02M_script01,159.39,170.08,Session2,xxx,146
Ses02M_script01_1_F020,I ignore what I got to ignore. The girl is Larry's girl.,xxx,-1,Ses02M_script01,168.82,172.78,Session2,xxx,147
Ses02M_script01_1_M023,She's not Larry's girl.,fru,-1,Ses02M_script01,172.33,174.65,Session2,fru,148
Ses02M_script01_1_F021,From father's point of you he isn't dead and you have no right to take his girl.,neutral,3,Ses02M_script01,173.85,179.03,Session2,neu,149
Ses02M_script01_1_F022,"You can go on from there if you know where to go but I don't know where to go, see I don't know. So what can I do for you?",fru,-1,Ses02M_script01,179.04,186.73,Session2,fru,150
Ses02M_script01_1_M024,"I don't know why but every time I reach out for something that I really want, I have to pull back 'cause someone else will suffer. My whole bloody life, time after time after time.",angry,0,Ses02M_script01,186.36,198.37,Session2,ang,151
Ses02M_script01_1_F023,You're a considerate fellow.  There's nothing wrong with that.,neutral,3,Ses02M_script01,197.48,200.72,Session2,neu,152
Ses02M_script01_1_M025,To hell with that.,angry,0,Ses02M_script01,199.88,201.62,Session2,ang,153
Ses02M_script01_1_F024,Have you asked Annie yet?,fru,-1,Ses02M_script01,201.67,204.19,Session2,fru,154
Ses02M_script01_1_M026,I wanted to get this settled first.,neutral,3,Ses02M_script01,204.46,206.85,Session2,neu,155
Ses02M_script01_1_F025,How do you know she'll marry you? Maybe she feels the same way your father does.,neutral,3,Ses02M_script01,206.62,210.61,Session2,neu,156
Ses02M_script01_1_M027,"Well, if she does then that's the end of it. From her letters I think she's forgotten him.",neutral,3,Ses02M_script01,210.19,215.67,Session2,neu,157
Ses02M_script01_1_M028,"I don't know, I'll find out. Then we'll trash it out with dad, right? Mom, don't avoid me.",sad,2,Ses02M_script01,215.81,223.11,Session2,sad,158
Ses02M_script01_1_F026,"Trouble is you don't see enough women, you never did.",angry,0,Ses02M_script01,223.32,227.13,Session2,ang,159
Ses02M_script01_1_M029,So what I'm not fast with women.,fru,-1,Ses02M_script01,226.91,229.84,Session2,fru,160
Ses02M_script01_1_F027,I just don't see why it has to be Annie.,angry,0,Ses02M_script01,229.74,233.09,Session2,ang,161
Ses02M_script01_1_M030,Because it is.,fru,-1,Ses02M_script01,233.46,235.76,Session2,fru,162
Ses02M_script01_1_F028,That's a good answer but it doesn't answer anything. I mean you haven't seen her since you went away to war it's five years.,fru,-1,Ses02M_script01,235.99,242.82,Session2,fru,163
Ses02M_script01_1_M031,"I can't help it I know her best. I mean lived next door to her my whole life. These years when I think of a wife, I think of Annie.",fru,-1,Ses02M_script01,242.45,252.59,Session2,fru,164
Ses02M_script01_1_M032,"What do you want, a diagram?",xxx,-1,Ses02M_script01,252.62,254.49,Session2,xxx,165
Ses02M_script01_1_F029,"I don't want a diagram. He thinks he's coming back. Chris, you marry this girl you're pronouncing him dead.",fru,-1,Ses02M_script01,253.32,260.89,Session2,fru,166
Ses02M_script01_1_F030,"Do you know what's going to happen to your father because I don't, see?",fru,-1,Ses02M_script01,260.93,265.6,Session2,fru,167
Ses02M_script01_1_M033,All right. All right. Mom.,xxx,-1,Ses02M_script01,264.45,266.43,Session2,xxx,168
Ses02M_script01_1_F031,Just give it some more thought.,xxx,-1,Ses02M_script01,266.79,269.27,Session2,xxx,169
Ses02M_script01_1_M034,"I've given it three years of thought. I thought that if I waited, dad would forget about Larry and we could have a regular wedding and everything happy.",xxx,-1,Ses02M_script01,269.81,279.6,Session2,xxx,170
Ses02M_script01_1_M035,"If I can't do that here well, then I'll have to get out.",sad,2,Ses02M_script01,279.67,284.37,Session2,sad,171
Ses02M_script01_1_F032,What the hell is this?,angry,0,Ses02M_script01,283.82,286.26,Session2,ang,172
Ses02M_script01_1_M036,"I'll get out. I'll get married and go live some place else, maybe New York.",sad,2,Ses02M_script01,285.92,290.93,Session2,sad,173
Ses02M_script01_1_F033,"What the hell is this, are you crazy?",angry,0,Ses02M_script01,290.44,293.25,Session2,ang,174
Ses02M_script01_1_M037,"I've been a good son too long a good sucker, I'm through with it.",angry,0,Ses02M_script01,292.82,297.17,Session2,ang,175
Ses02M_script01_1_F034,What about the business? What is this?,angry,0,Ses02M_script01,296.62,299.7,Session2,ang,176
Ses02M_script01_1_M038,The business?  The business doesn't inspire me.,angry,0,Ses02M_script01,298.96,302.69,Session2,ang,177
Ses02M_script01_1_F035,Must you be inspired?,angry,0,Ses02M_script01,301.45,304.04,Session2,ang,178
Ses02M_script01_1_M039,"Yes, I like it and hour a day. If I'm going to grub for money all day long, at least in the evening I want it beautiful.",angry,0,Ses02M_script01,302.99,310.24,Session2,ang,179
Ses02M_script01_1_M040,I want a family; I want kids; I want something I can give myself to. Annie is in the middle of that. Now where do I find it?,xxx,-1,Ses02M_script01,310.27,320.7,Session2,xxx,180
Ses02M_script01_1_F036,"Tell me, you'd leave the business?",angry,0,Ses02M_script01,320.71,323.57,Session2,ang,181
Ses02M_script01_1_M041,"Yes, on this I would.",sad,2,Ses02M_script01,323.69,326.52,Session2,sad,182
Ses02M_script01_1_F037,"Well, you don't want to think like that.",angry,0,Ses02M_script01,326.65,329.41,Session2,ang,183
Ses02M_script01_1_M042,Then help me stay here.,fru,-1,Ses02M_script01,328.43,330.74,Session2,fru,184
